%time,field.data
1381320000000,cross-track error :-0.0224132537842
1381360000000,cross-track error :-0.0231959223747
1381390000000,cross-track error :-0.0250492095947
1381410000000,cross-track error :-0.0269336700439
1381440000000,cross-track error :-0.0274816155434
1381480000000,cross-track error :-0.0295892953873
1381510000000,cross-track error :-0.0314831733704
1381540000000,cross-track error :-0.0306237339973
1381560000000,cross-track error :-0.032940864563
1381590000000,cross-track error :-0.0339862108231
1381620000000,cross-track error :-0.0350856781006
1381660000000,cross-track error :-0.0368153452873
1381680000000,cross-track error :-0.0372570753098
1381700000000,cross-track error :-0.0392054915428
1381720000000,cross-track error :-0.0394047498703
1381740000000,cross-track error :-0.0398499965668
1381790000000,cross-track error :-0.0406579375267
1381810000000,cross-track error :-0.0424270033836
1381820000000,cross-track error :-0.0443952679634
1381860000000,cross-track error :-0.0443113446236
1381890000000,cross-track error :-0.0462645292282
1381900000000,cross-track error :-0.0460563898087
1381940000000,cross-track error :-0.0477639436722
1381950000000,cross-track error :-0.0476642847061
1381980000000,cross-track error :-0.0481519699097
1382000000000,cross-track error :-0.0487610697746
1382020000000,cross-track error :-0.0496773123741
1382040000000,cross-track error :-0.0500796437263
1382070000000,cross-track error :-0.0525468587875
1382100000000,cross-track error :-0.0521793365479
1382130000000,cross-track error :-0.0522539019585
1382160000000,cross-track error :-0.0545725822449
1382180000000,cross-track error :-0.0540226697922
1382220000000,cross-track error :-0.0539203286171
1382230000000,cross-track error :-0.0539997220039
1382260000000,cross-track error :-0.0554028153419
1382290000000,cross-track error :-0.0556011199951
1382320000000,cross-track error :-0.0561590790749
1382340000000,cross-track error :-0.0559544563293
1382350000000,cross-track error :-0.0563710927963
1382380000000,cross-track error :-0.056448996067
1382390000000,cross-track error :-0.057384967804
1382430000000,cross-track error :-0.0582306981087
1382450000000,cross-track error :-0.0579567551613
1382480000000,cross-track error :-0.0584945082664
1382510000000,cross-track error :-0.0592005252838
1382540000000,cross-track error :-0.0586293339729
1382580000000,cross-track error :-0.0585160851479
1382710000000,cross-track error :-0.0597793459892
1382720000000,cross-track error :-0.0603437423706
1382740000000,cross-track error :-0.0605930685997
1382760000000,cross-track error :-0.0598126649857
1382790000000,cross-track error :-0.0595316290855
1382830000000,cross-track error :-0.0599939227104
1382870000000,cross-track error :-0.0603047013283
1382900000000,cross-track error :-0.0607953667641
1382940000000,cross-track error :-0.0600600242615
1382970000000,cross-track error :-0.0602536797523
1382990000000,cross-track error :-0.0607513785362
1383000000000,cross-track error :-0.0604972243309
1383030000000,cross-track error :-0.0606828331947
1383060000000,cross-track error :-0.0591965913773
1383090000000,cross-track error :-0.059973180294
1383140000000,cross-track error :-0.0597717165947
1383160000000,cross-track error :-0.0590024590492
1383180000000,cross-track error :-0.0580701828003
1383210000000,cross-track error :-0.0587838888168
1383270000000,cross-track error :-0.057659804821
1383300000000,cross-track error :-0.0561815500259
1383330000000,cross-track error :-0.0557972192764
1383360000000,cross-track error :-0.0574796795845
1383380000000,cross-track error :-0.056482732296
1383400000000,cross-track error :-0.0557661056519
1383430000000,cross-track error :-0.0551448464394
1383460000000,cross-track error :-0.0543700456619
1383550000000,cross-track error :-0.0536031126976
1383570000000,cross-track error :-0.0520379543304
1383600000000,cross-track error :-0.0521931052208
1383630000000,cross-track error :-0.0508048534393
1383670000000,cross-track error :-0.0509553551674
1383690000000,cross-track error :-0.0509057641029
1383710000000,cross-track error :-0.0496567487717
1383720000000,cross-track error :-0.0495375990868
1383750000000,cross-track error :-0.0495255589485
1383770000000,cross-track error :-0.049115717411
1383820000000,cross-track error :-0.0472736358643
1383860000000,cross-track error :-0.0479508042336
1383900000000,cross-track error :-0.0476762652397
1383940000000,cross-track error :-0.04611992836
1383990000000,cross-track error :-0.0437831282616
1384050000000,cross-track error :-0.0435540676117
1384080000000,cross-track error :-0.0425432324409
1384100000000,cross-track error :-0.0417110919952
1384140000000,cross-track error :-0.0415281653404
1384160000000,cross-track error :-0.0411052107811
1384220000000,cross-track error :-0.0400272607803
1384250000000,cross-track error :-0.0399470329285
1384270000000,cross-track error :-0.0379459857941
1384300000000,cross-track error :-0.0382874011993
1384330000000,cross-track error :-0.03685349226
1384350000000,cross-track error :-0.0361263155937
1384380000000,cross-track error :-0.0359200239182
1384400000000,cross-track error :-0.0351935625076
1384420000000,cross-track error :-0.0346374511719
1384450000000,cross-track error :-0.0340967774391
1384470000000,cross-track error :-0.0330397486687
1384500000000,cross-track error :-0.0329923629761
1384530000000,cross-track error :-0.032155752182
1384570000000,cross-track error :-0.0326046943665
1384620000000,cross-track error :-0.031525015831
1384650000000,cross-track error :-0.0298162698746
1384670000000,cross-track error :-0.0292386412621
1384710000000,cross-track error :-0.0293191075325
1384750000000,cross-track error :-0.0277645587921
1384810000000,cross-track error :-0.0264521837234
1384810000000,cross-track error :-0.025471508503
1384860000000,cross-track error :-0.0255928039551
1384890000000,cross-track error :-0.0247265100479
1384920000000,cross-track error :-0.025130212307
1384960000000,cross-track error :-0.0233630537987
1385030000000,cross-track error :-0.0226998925209
1385060000000,cross-track error :-0.0226939916611
1385090000000,cross-track error :-0.0231184959412
1385170000000,cross-track error :-0.0213648080826
1385200000000,cross-track error :-0.0194028019905
1385230000000,cross-track error :-0.0185051560402
1385260000000,cross-track error :-0.0183154344559
1385280000000,cross-track error :-0.0185025334358
1385320000000,cross-track error :-0.0197638273239
1385350000000,cross-track error :-0.0175873637199
1385370000000,cross-track error :-0.0168733000755
1385410000000,cross-track error :-0.0172667503357
1385440000000,cross-track error :-0.0159437656403
1385470000000,cross-track error :-0.0157555937767
1385490000000,cross-track error :-0.0152771472931
1385520000000,cross-track error :-0.0155622363091
1385550000000,cross-track error :-0.0145341157913
1385570000000,cross-track error :-0.0141898393631
1385600000000,cross-track error :-0.0145899057388
1385610000000,cross-track error :-0.0145964622498
1385650000000,cross-track error :-0.0140236616135
1385690000000,cross-track error :-0.0141268372536
1385710000000,cross-track error :-0.0134509205818
1385730000000,cross-track error :-0.0135432481766
1385760000000,cross-track error :-0.0129937529564
1385800000000,cross-track error :-0.0126981139183
1385810000000,cross-track error :-0.0141719579697
1385820000000,cross-track error :-0.0121591687202
1385870000000,cross-track error :-0.0123776197433
1385920000000,cross-track error :-0.0131973624229
1385970000000,cross-track error :-0.0128969550133
1385990000000,cross-track error :-0.0119671821594
1386020000000,cross-track error :-0.0137617588043
1386070000000,cross-track error :-0.0123249292374
1386120000000,cross-track error :-0.0122547745705
1386150000000,cross-track error :-0.0134806036949
1386190000000,cross-track error :-0.0115293860435
1386240000000,cross-track error :-0.0116177201271
1386270000000,cross-track error :-0.0117550492287
1386290000000,cross-track error :-0.0121728181839
1386310000000,cross-track error :-0.0118958950043
1386340000000,cross-track error :-0.0123608708382
1386360000000,cross-track error :-0.0119379162788
1386390000000,cross-track error :-0.0116701126099
1386420000000,cross-track error :-0.0112500190735
1386450000000,cross-track error :-0.012109041214
1386470000000,cross-track error :-0.0120959877968
1386490000000,cross-track error :-0.0133664608002
1386540000000,cross-track error :-0.0124047994614
1386570000000,cross-track error :-0.0119369029999
1386590000000,cross-track error :-0.0129158496857
1386600000000,cross-track error :-0.0126978754997
1386630000000,cross-track error :-0.0123576521873
1386650000000,cross-track error :-0.0129580497742
1386670000000,cross-track error :-0.0131685733795
1386680000000,cross-track error :-0.013308763504
1386740000000,cross-track error :-0.0143863558769
1386770000000,cross-track error :-0.0132364630699
1386790000000,cross-track error :-0.0140850543976
1386810000000,cross-track error :-0.0136372447014
1386830000000,cross-track error :-0.0131746530533
1386850000000,cross-track error :-0.0145412683487
1386880000000,cross-track error :-0.0136076211929
1386910000000,cross-track error :-0.0128785967827
1386950000000,cross-track error :-0.0138964056969
1386970000000,cross-track error :-0.015575170517
1387020000000,cross-track error :-0.0144631266594
1387050000000,cross-track error :-0.0142964720726
1387070000000,cross-track error :-0.0151255726814
1387090000000,cross-track error :-0.0151544213295
1387120000000,cross-track error :-0.0152900218964
1387140000000,cross-track error :-0.0151074528694
1387170000000,cross-track error :-0.0158082842827
1387200000000,cross-track error :-0.0157195925713
1387220000000,cross-track error :-0.0163698792458
1387250000000,cross-track error :-0.0160204172134
1387260000000,cross-track error :-0.0161799192429
1387330000000,cross-track error :-0.0162502527237
1387400000000,cross-track error :-0.0169568657875
1387450000000,cross-track error :-0.0172137618065
1387480000000,cross-track error :-0.0187880396843
1387490000000,cross-track error :-0.0184955596924
1387530000000,cross-track error :-0.0172992944717
1387550000000,cross-track error :-0.0180638432503
1387570000000,cross-track error :-0.0176106095314
1387600000000,cross-track error :-0.0185503363609
1387620000000,cross-track error :-0.0186677575111
1387640000000,cross-track error :-0.0198393464088
1387670000000,cross-track error :-0.0186079144478
1387710000000,cross-track error :-0.0198610424995
1387770000000,cross-track error :-0.0202497839928
1387820000000,cross-track error :-0.0189713835716
1387870000000,cross-track error :-0.0195562243462
1387930000000,cross-track error :-0.0205600857735
1387980000000,cross-track error :-0.0203053951263
1388030000000,cross-track error :-0.0195962190628
1388080000000,cross-track error :-0.0200981497765
1388120000000,cross-track error :-0.0217306017876
1388150000000,cross-track error :-0.0224266648293
1388170000000,cross-track error :-0.0215340256691
1388210000000,cross-track error :-0.0214977264404
1388220000000,cross-track error :-0.022303044796
1388250000000,cross-track error :-0.0211197733879
1388270000000,cross-track error :-0.0212520956993
1388310000000,cross-track error :-0.0211723446846
1388330000000,cross-track error :-0.0220142006874
1388360000000,cross-track error :-0.0217349529266
1388370000000,cross-track error :-0.0232688784599
1388420000000,cross-track error :-0.0233626365662
1388440000000,cross-track error :-0.0212096571922
1388460000000,cross-track error :-0.0219511389732
1388490000000,cross-track error :-0.0223113298416
1388510000000,cross-track error :-0.0200961232185
1388540000000,cross-track error :-0.0213907957077
1388600000000,cross-track error :-0.0201470255852
1388640000000,cross-track error :-0.0158176422119
1388670000000,cross-track error :-0.00759434700012
1388700000000,cross-track error :-0.00435709953308
1388730000000,cross-track error :0.000432014465332
1388820000000,cross-track error :0.00687575340271
1388840000000,cross-track error :0.0257135629654
1388870000000,cross-track error :0.0343590974808
1388900000000,cross-track error :0.042644739151
1388920000000,cross-track error :0.0507746934891
1388950000000,cross-track error :0.0558161735535
1388980000000,cross-track error :0.0687536001205
1389000000000,cross-track error :0.0780929327011
1389030000000,cross-track error :0.0855181217194
1389050000000,cross-track error :0.0955080986023
1389080000000,cross-track error :0.102482795715
1389100000000,cross-track error :0.11385178566
1389130000000,cross-track error :0.124214053154
1389180000000,cross-track error :0.136209130287
1389270000000,cross-track error :0.156675100327
1389290000000,cross-track error :0.186753749847
1389330000000,cross-track error :0.202115535736
1389350000000,cross-track error :0.218437552452
1389390000000,cross-track error :0.221740722656
1389430000000,cross-track error :0.237670898438
1389450000000,cross-track error :0.245934844017
1389460000000,cross-track error :0.250519394875
1389500000000,cross-track error :0.258010149002
1389520000000,cross-track error :0.267390966415
1389550000000,cross-track error :0.274203896523
1389570000000,cross-track error :0.283321976662
1389580000000,cross-track error :0.289609909058
1389640000000,cross-track error :0.295086145401
1389670000000,cross-track error :0.312264323235
1389690000000,cross-track error :0.323003768921
1389720000000,cross-track error :0.330373764038
1389780000000,cross-track error :0.338541984558
1389810000000,cross-track error :0.35869383812
1389830000000,cross-track error :0.366279959679
1389870000000,cross-track error :0.373591303825
1389900000000,cross-track error :0.385497808456
1389930000000,cross-track error :0.393087267876
1389960000000,cross-track error :0.400341510773
1389980000000,cross-track error :0.411248326302
1390010000000,cross-track error :0.413423895836
1390030000000,cross-track error :0.41982960701
1390050000000,cross-track error :0.427219629288
1390080000000,cross-track error :0.428312182426
1390110000000,cross-track error :0.437876224518
1390130000000,cross-track error :0.442034602165
1390160000000,cross-track error :0.443582892418
1390180000000,cross-track error :0.451400876045
1390200000000,cross-track error :0.449231624603
1390220000000,cross-track error :0.456268191338
1390260000000,cross-track error :0.45663189888
1390290000000,cross-track error :0.460590600967
1390320000000,cross-track error :0.463115692139
1390350000000,cross-track error :0.465891122818
1390380000000,cross-track error :0.465715408325
1390410000000,cross-track error :0.467737317085
1390430000000,cross-track error :0.465265393257
1390460000000,cross-track error :0.465350866318
1390500000000,cross-track error :0.466632246971
1390520000000,cross-track error :0.463574290276
1390540000000,cross-track error :0.467401742935
1390570000000,cross-track error :0.463612318039
1390600000000,cross-track error :0.461943626404
1390630000000,cross-track error :0.463768362999
1390660000000,cross-track error :0.458344101906
1390680000000,cross-track error :0.460646152496
1390720000000,cross-track error :0.458182215691
1390750000000,cross-track error :0.453258991241
1390790000000,cross-track error :0.450941205025
1390820000000,cross-track error :0.454266786575
1390850000000,cross-track error :0.450501203537
1390900000000,cross-track error :0.446568965912
1390930000000,cross-track error :0.443393826485
1390960000000,cross-track error :0.443569302559
1391010000000,cross-track error :0.438333153725
1391050000000,cross-track error :0.439679384232
1391110000000,cross-track error :0.439686536789
1391130000000,cross-track error :0.437156677246
1391170000000,cross-track error :0.437341928482
1391200000000,cross-track error :0.439788103104
1391230000000,cross-track error :0.439959406853
1391270000000,cross-track error :0.438729166985
1391350000000,cross-track error :0.439173817635
1391380000000,cross-track error :0.443030953407
1391410000000,cross-track error :0.443266510963
1391450000000,cross-track error :0.444323658943
1391480000000,cross-track error :0.444757938385
1391510000000,cross-track error :0.445621848106
1391550000000,cross-track error :0.445691347122
1391580000000,cross-track error :0.448334336281
1391610000000,cross-track error :0.448628664017
1391650000000,cross-track error :0.450334310532
1391680000000,cross-track error :0.450474143028
1391710000000,cross-track error :0.452322244644
1391740000000,cross-track error :0.451409459114
1391780000000,cross-track error :0.45224404335
1391820000000,cross-track error :0.452070951462
1391850000000,cross-track error :0.450732111931
1391880000000,cross-track error :0.450023174286
1391900000000,cross-track error :0.449167490005
1391920000000,cross-track error :0.444270253181
1391970000000,cross-track error :0.44268655777
1391990000000,cross-track error :0.435959219933
1392010000000,cross-track error :0.430982470512
1392040000000,cross-track error :0.428631424904
1392060000000,cross-track error :0.42137825489
1392080000000,cross-track error :0.416594266891
1392140000000,cross-track error :0.411082983017
1392180000000,cross-track error :0.392118811607
1392200000000,cross-track error :0.37853717804
1392230000000,cross-track error :0.3716827631
1392280000000,cross-track error :0.360517024994
1392320000000,cross-track error :0.340015172958
1392350000000,cross-track error :0.322035312653
1392380000000,cross-track error :0.310383915901
1392420000000,cross-track error :0.292198896408
1392450000000,cross-track error :0.277388811111
1392470000000,cross-track error :0.263568878174
1392510000000,cross-track error :0.254025101662
1392540000000,cross-track error :0.235337376595
1392570000000,cross-track error :0.220176339149
1392600000000,cross-track error :0.205550789833
1392630000000,cross-track error :0.190948963165
1392660000000,cross-track error :0.175613760948
1392690000000,cross-track error :0.158785104752
1392710000000,cross-track error :0.144035935402
1392730000000,cross-track error :0.135333895683
1392760000000,cross-track error :0.124131202698
1392770000000,cross-track error :0.108923196793
1392820000000,cross-track error :0.0983387231827
1392850000000,cross-track error :0.0769847631454
1392890000000,cross-track error :0.0625902414322
1392920000000,cross-track error :0.0476721525192
1392960000000,cross-track error :0.0279619693756
1393010000000,cross-track error :0.00804543495178
1393110000000,cross-track error :-0.0156153440475
1393110000000,cross-track error :-0.0415684580803
1393120000000,cross-track error :-0.0548503398895
1393190000000,cross-track error :-0.0640299916267
1393220000000,cross-track error :-0.0943831205368
1393260000000,cross-track error :-0.107815802097
1393370000000,cross-track error :-0.124882161617
1393440000000,cross-track error :-0.169341862202
1393480000000,cross-track error :-0.19906514883
1393520000000,cross-track error :-0.20782661438
1393570000000,cross-track error :-0.220009863377
1393600000000,cross-track error :-0.230214416981
1393640000000,cross-track error :-0.241452753544
1393690000000,cross-track error :-0.254269719124
1393720000000,cross-track error :-0.269228696823
1393750000000,cross-track error :-0.276838779449
1393790000000,cross-track error :-0.285525858402
1393830000000,cross-track error :-0.295538902283
1393870000000,cross-track error :-0.306060910225
1393900000000,cross-track error :-0.316064536572
1393950000000,cross-track error :-0.322978138924
1393990000000,cross-track error :-0.334524035454
1394020000000,cross-track error :-0.344199955463
1394060000000,cross-track error :-0.348817288876
1394090000000,cross-track error :-0.357132136822
1394120000000,cross-track error :-0.362385869026
1394160000000,cross-track error :-0.36797618866
1394190000000,cross-track error :-0.373734951019
1394230000000,cross-track error :-0.378068387508
1394270000000,cross-track error :-0.384936630726
1394300000000,cross-track error :-0.390943348408
1394330000000,cross-track error :-0.39599686861
1394370000000,cross-track error :-0.398262441158
1394410000000,cross-track error :-0.401930630207
1394440000000,cross-track error :-0.40580958128
1394460000000,cross-track error :-0.408339262009
1394530000000,cross-track error :-0.410272419453
1394560000000,cross-track error :-0.415170788765
1394590000000,cross-track error :-0.416632533073
1394630000000,cross-track error :-0.417274773121
1394670000000,cross-track error :-0.417899787426
1394700000000,cross-track error :-0.419123768806
1394720000000,cross-track error :-0.419204175472
1394750000000,cross-track error :-0.418333590031
1394800000000,cross-track error :-0.418308377266
1394830000000,cross-track error :-0.416234314442
1394870000000,cross-track error :-0.416152834892
1394920000000,cross-track error :-0.413168787956
1394980000000,cross-track error :-0.409302592278
1395030000000,cross-track error :-0.401369392872
1395090000000,cross-track error :-0.394187271595
1395120000000,cross-track error :-0.384403586388
1395160000000,cross-track error :-0.380453646183
1395210000000,cross-track error :-0.371099054813
1395240000000,cross-track error :-0.359136402607
1395280000000,cross-track error :-0.350098371506
1395320000000,cross-track error :-0.342664241791
1395350000000,cross-track error :-0.33304810524
1395390000000,cross-track error :-0.322875857353
1395430000000,cross-track error :-0.313268244267
1395450000000,cross-track error :-0.30333429575
1395520000000,cross-track error :-0.296001017094
1395570000000,cross-track error :-0.274488151073
1395610000000,cross-track error :-0.258170843124
1395640000000,cross-track error :-0.244997441769
1395680000000,cross-track error :-0.236261248589
1395710000000,cross-track error :-0.223723232746
1395740000000,cross-track error :-0.214124441147
1395780000000,cross-track error :-0.203160941601
1395820000000,cross-track error :-0.190133273602
1395850000000,cross-track error :-0.176814973354
1395880000000,cross-track error :-0.167642116547
1395910000000,cross-track error :-0.158955097198
1395940000000,cross-track error :-0.148669958115
1395970000000,cross-track error :-0.139430046082
1395990000000,cross-track error :-0.129845678806
1396030000000,cross-track error :-0.124198198318
1396060000000,cross-track error :-0.11217135191
1396090000000,cross-track error :-0.101524174213
1396130000000,cross-track error :-0.0931109786034
1396170000000,cross-track error :-0.0807938575745
1396210000000,cross-track error :-0.0696678161621
1396250000000,cross-track error :-0.0567457079887
1396310000000,cross-track error :-0.0466493964195
1396360000000,cross-track error :-0.0302225351334
1396400000000,cross-track error :-0.0163953304291
1396450000000,cross-track error :-0.00531983375549
1396490000000,cross-track error :0.00547242164612
1396520000000,cross-track error :0.0154861211777
1396550000000,cross-track error :0.0231034755707
1396600000000,cross-track error :0.0315985679626
1396620000000,cross-track error :0.0402970314026
1396660000000,cross-track error :0.0458446741104
1396690000000,cross-track error :0.0548934936523
1396720000000,cross-track error :0.0610721111298
1396780000000,cross-track error :0.0702860355377
1396810000000,cross-track error :0.0803562402725
1396850000000,cross-track error :0.0861893892288
1396880000000,cross-track error :0.0941954851151
1396910000000,cross-track error :0.100051760674
1396960000000,cross-track error :0.104734539986
1396970000000,cross-track error :0.112138152122
1397010000000,cross-track error :0.117162823677
1397050000000,cross-track error :0.124459028244
1397080000000,cross-track error :0.131040453911
1397120000000,cross-track error :0.136382341385
1397160000000,cross-track error :0.141209483147
1397200000000,cross-track error :0.149380803108
1397240000000,cross-track error :0.155070066452
1397290000000,cross-track error :0.161004424095
1397310000000,cross-track error :0.168297767639
1397340000000,cross-track error :0.170472025871
1397380000000,cross-track error :0.17397081852
1397410000000,cross-track error :0.179833650589
1397450000000,cross-track error :0.182854533195
1397490000000,cross-track error :0.188385605812
1397530000000,cross-track error :0.191819906235
1397560000000,cross-track error :0.197127342224
1397610000000,cross-track error :0.200523138046
1397660000000,cross-track error :0.205404639244
1397690000000,cross-track error :0.211053133011
1397730000000,cross-track error :0.213086128235
1397760000000,cross-track error :0.217874526978
1397790000000,cross-track error :0.219288945198
1397840000000,cross-track error :0.221490859985
1397870000000,cross-track error :0.225432395935
1397920000000,cross-track error :0.226786017418
1397960000000,cross-track error :0.23086810112
1398010000000,cross-track error :0.234741926193
1398040000000,cross-track error :0.237832307816
1398070000000,cross-track error :0.239096999168
1398110000000,cross-track error :0.241199970245
1398160000000,cross-track error :0.244431376457
1398210000000,cross-track error :0.247483968735
1398230000000,cross-track error :0.249599218369
1398270000000,cross-track error :0.2511292696
1398320000000,cross-track error :0.251942396164
1398370000000,cross-track error :0.255293011665
1398430000000,cross-track error :0.257250666618
1398480000000,cross-track error :0.26042330265
1398520000000,cross-track error :0.261661171913
1398540000000,cross-track error :0.263368725777
1398580000000,cross-track error :0.264189004898
1398610000000,cross-track error :0.266513943672
1398650000000,cross-track error :0.267399191856
1398680000000,cross-track error :0.268736362457
1398730000000,cross-track error :0.268635511398
1398770000000,cross-track error :0.270972371101
1398810000000,cross-track error :0.272392511368
1398860000000,cross-track error :0.273645997047
1398950000000,cross-track error :0.275094151497
1398990000000,cross-track error :0.276796340942
1399030000000,cross-track error :0.27791762352
1399060000000,cross-track error :0.278478741646
1399100000000,cross-track error :0.280399918556
1399140000000,cross-track error :0.281018853188
1399180000000,cross-track error :0.281911015511
1399210000000,cross-track error :0.282250285149
1399250000000,cross-track error :0.282618999481
1399260000000,cross-track error :0.284028172493
1399300000000,cross-track error :0.283641815186
1399350000000,cross-track error :0.284314036369
1399370000000,cross-track error :0.285893082619
1399410000000,cross-track error :0.284549117088
1399430000000,cross-track error :0.28614962101
1399460000000,cross-track error :0.284554839134
1399490000000,cross-track error :0.285717487335
1399520000000,cross-track error :0.287196159363
1399560000000,cross-track error :0.28595328331
1399590000000,cross-track error :0.287247061729
1399640000000,cross-track error :0.286966323853
1399680000000,cross-track error :0.28838956356
1399710000000,cross-track error :0.286773324013
1399760000000,cross-track error :0.28838288784
1399790000000,cross-track error :0.288364887238
1399840000000,cross-track error :0.288976430893
1399870000000,cross-track error :0.287802577019
1399910000000,cross-track error :0.289039611816
1399950000000,cross-track error :0.288734793663
1399980000000,cross-track error :0.28829395771
1400010000000,cross-track error :0.288929700851
1400070000000,cross-track error :0.287856578827
1400110000000,cross-track error :0.28954231739
1400140000000,cross-track error :0.288402915001
1400180000000,cross-track error :0.287047982216
1400210000000,cross-track error :0.287970304489
1400240000000,cross-track error :0.288080692291
1400280000000,cross-track error :0.288238048553
1400350000000,cross-track error :0.287593245506
1400380000000,cross-track error :0.288487076759
1400420000000,cross-track error :0.287478089333
1400450000000,cross-track error :0.287767887115
1400490000000,cross-track error :0.28823196888
1400530000000,cross-track error :0.288211345673
1400570000000,cross-track error :0.287641167641
1400600000000,cross-track error :0.287373542786
1400640000000,cross-track error :0.287434339523
1400670000000,cross-track error :0.287136673927
1400720000000,cross-track error :0.287203669548
1400750000000,cross-track error :0.287034153938
1400780000000,cross-track error :0.286059260368
1400810000000,cross-track error :0.28526031971
1400860000000,cross-track error :0.287096261978
1400900000000,cross-track error :0.286780595779
1400970000000,cross-track error :0.28780901432
1401010000000,cross-track error :0.290569186211
1401030000000,cross-track error :0.292745709419
1401060000000,cross-track error :0.295539736748
1401100000000,cross-track error :0.297575831413
1401130000000,cross-track error :0.298180699348
1401160000000,cross-track error :0.297516226768
1401200000000,cross-track error :0.297693014145
1401240000000,cross-track error :0.296847105026
1401280000000,cross-track error :0.294400572777
1401320000000,cross-track error :0.296182274818
1401360000000,cross-track error :0.294602870941
1401410000000,cross-track error :0.293263792992
1401470000000,cross-track error :0.291674017906
1401500000000,cross-track error :0.291038274765
1401530000000,cross-track error :0.290303468704
1401560000000,cross-track error :0.289480447769
1401580000000,cross-track error :0.288899421692
1401620000000,cross-track error :0.288300395012
1401680000000,cross-track error :0.285997509956
1401720000000,cross-track error :0.285761237144
1401760000000,cross-track error :0.2828373909
1401800000000,cross-track error :0.2820571661
1401820000000,cross-track error :0.280979990959
1401870000000,cross-track error :0.280029654503
1401890000000,cross-track error :0.278709173203
1401960000000,cross-track error :0.276826500893
1401980000000,cross-track error :0.274183273315
1402030000000,cross-track error :0.272447824478
1402070000000,cross-track error :0.271514058113
1402110000000,cross-track error :0.269792437553
1402140000000,cross-track error :0.267391324043
1402180000000,cross-track error :0.265500068665
1402210000000,cross-track error :0.264042973518
1402250000000,cross-track error :0.262285351753
1402300000000,cross-track error :0.259362220764
1402340000000,cross-track error :0.25680243969
1402380000000,cross-track error :0.254940152168
1402420000000,cross-track error :0.252066969872
1402470000000,cross-track error :0.250128865242
1402510000000,cross-track error :0.247171640396
1402560000000,cross-track error :0.242696404457
1402580000000,cross-track error :0.238968491554
1402610000000,cross-track error :0.238545060158
1402650000000,cross-track error :0.236955046654
1402690000000,cross-track error :0.232607722282
1402710000000,cross-track error :0.229679703712
1402760000000,cross-track error :0.228160142899
1402810000000,cross-track error :0.224144697189
1402860000000,cross-track error :0.219691634178
1402890000000,cross-track error :0.216555833817
1402930000000,cross-track error :0.211292982101
1402970000000,cross-track error :0.208628535271
1403010000000,cross-track error :0.204275131226
1403060000000,cross-track error :0.19943523407
1403090000000,cross-track error :0.193765282631
1403130000000,cross-track error :0.192161440849
1403170000000,cross-track error :0.187311410904
1403210000000,cross-track error :0.183592677116
1403260000000,cross-track error :0.177978157997
1403350000000,cross-track error :0.172098398209
1403390000000,cross-track error :0.160789012909
1403420000000,cross-track error :0.156488537788
1403450000000,cross-track error :0.151130318642
1403500000000,cross-track error :0.147507429123
1403530000000,cross-track error :0.141220569611
1403560000000,cross-track error :0.136436462402
1403590000000,cross-track error :0.132700562477
1403630000000,cross-track error :0.127941846848
1403670000000,cross-track error :0.122685313225
1403720000000,cross-track error :0.116780042648
1403750000000,cross-track error :0.108222126961
1403800000000,cross-track error :0.104440331459
1403840000000,cross-track error :0.096800327301
1403870000000,cross-track error :0.0895141363144
1403910000000,cross-track error :0.0837017297745
1403960000000,cross-track error :0.0773787498474
1403990000000,cross-track error :0.0679870843887
1404030000000,cross-track error :0.0632861852646
1404070000000,cross-track error :0.0566143989563
1404110000000,cross-track error :0.0510107278824
1404130000000,cross-track error :0.0432382822037
1404150000000,cross-track error :0.0393520593643
1404190000000,cross-track error :0.0370411872864
1404220000000,cross-track error :0.0296468734741
1404270000000,cross-track error :0.0241606235504
1404340000000,cross-track error :0.0138388872147
1404350000000,cross-track error :0.000450849533081
1404390000000,cross-track error :-0.00317943096161
1404420000000,cross-track error :-0.00736057758331
1404450000000,cross-track error :-0.0140179991722
1404490000000,cross-track error :-0.0220585465431
1404520000000,cross-track error :-0.0266116857529
1404530000000,cross-track error :-0.0321452021599
1404570000000,cross-track error :-0.0356864929199
1404600000000,cross-track error :-0.0413980484009
1404640000000,cross-track error :-0.0480433106422
1404660000000,cross-track error :-0.0546198487282
1404680000000,cross-track error :-0.0580347180367
1404700000000,cross-track error :-0.0605360269547
1404730000000,cross-track error :-0.0647215247154
1404770000000,cross-track error :-0.0713921785355
1404790000000,cross-track error :-0.0771347284317
1404830000000,cross-track error :-0.0811399817467
1404860000000,cross-track error :-0.0889566540718
1404890000000,cross-track error :-0.0927822589874
1404930000000,cross-track error :-0.0987873077393
1404970000000,cross-track error :-0.105628073215
1405010000000,cross-track error :-0.11211681366
1405050000000,cross-track error :-0.11781591177
1405090000000,cross-track error :-0.124077796936
1405140000000,cross-track error :-0.129735291004
1405180000000,cross-track error :-0.136361539364
1405210000000,cross-track error :-0.143676698208
1405250000000,cross-track error :-0.149245202541
1405290000000,cross-track error :-0.155865430832
1405340000000,cross-track error :-0.160876691341
1405390000000,cross-track error :-0.169489979744
1405430000000,cross-track error :-0.175942957401
1405470000000,cross-track error :-0.181341528893
1405510000000,cross-track error :-0.186164677143
1405540000000,cross-track error :-0.191657066345
1405590000000,cross-track error :-0.196106791496
1405630000000,cross-track error :-0.202647030354
