%time,field.data
758750000000,cross-track error :-0.400365293026
758770000000,cross-track error :-0.399084925652
758790000000,cross-track error :-0.399335384369
758820000000,cross-track error :-0.399502635002
758830000000,cross-track error :-0.399883270264
758860000000,cross-track error :-0.400475084782
758880000000,cross-track error :-0.400201141834
758900000000,cross-track error :-0.400190889835
758920000000,cross-track error :-0.401072978973
758940000000,cross-track error :-0.400287330151
758960000000,cross-track error :-0.401696681976
758980000000,cross-track error :-0.400564968586
759000000000,cross-track error :-0.401309251785
759020000000,cross-track error :-0.401286661625
759040000000,cross-track error :-0.400685250759
759060000000,cross-track error :-0.400762617588
759080000000,cross-track error :-0.400136888027
759110000000,cross-track error :-0.401319265366
759130000000,cross-track error :-0.399996042252
759150000000,cross-track error :-0.401369869709
759170000000,cross-track error :-0.401195764542
759190000000,cross-track error :-0.400895774364
759210000000,cross-track error :-0.401041090488
759230000000,cross-track error :-0.401050209999
759240000000,cross-track error :-0.400454938412
759270000000,cross-track error :-0.401213049889
759290000000,cross-track error :-0.401911556721
759300000000,cross-track error :-0.400965511799
759320000000,cross-track error :-0.402094602585
759350000000,cross-track error :-0.401042401791
759360000000,cross-track error :-0.401289582253
759390000000,cross-track error :-0.401711285114
759410000000,cross-track error :-0.400791704655
759430000000,cross-track error :-0.400868237019
759460000000,cross-track error :-0.400910794735
759480000000,cross-track error :-0.401608169079
759490000000,cross-track error :-0.401670753956
759520000000,cross-track error :-0.400970816612
759540000000,cross-track error :-0.40064561367
759560000000,cross-track error :-0.40026730299
759580000000,cross-track error :-0.400104045868
759600000000,cross-track error :-0.400142073631
759630000000,cross-track error :-0.400246202946
759660000000,cross-track error :-0.401079654694
759680000000,cross-track error :-0.400355875492
759690000000,cross-track error :-0.400886416435
759710000000,cross-track error :-0.399520039558
759750000000,cross-track error :-0.399800717831
759780000000,cross-track error :-0.399673819542
759820000000,cross-track error :-0.399601697922
759840000000,cross-track error :-0.399044394493
759900000000,cross-track error :-0.398193061352
759930000000,cross-track error :-0.398016214371
759960000000,cross-track error :-0.397042393684
759990000000,cross-track error :-0.397481620312
760030000000,cross-track error :-0.397006928921
760050000000,cross-track error :-0.396676898003
760070000000,cross-track error :-0.396562218666
760080000000,cross-track error :-0.396960198879
760110000000,cross-track error :-0.396603763103
760120000000,cross-track error :-0.395222306252
760160000000,cross-track error :-0.394879043102
760190000000,cross-track error :-0.394532978535
760200000000,cross-track error :-0.394216656685
760220000000,cross-track error :-0.394328296185
760240000000,cross-track error :-0.393373429775
760270000000,cross-track error :-0.394085884094
760300000000,cross-track error :-0.393198847771
760330000000,cross-track error :-0.39186412096
760360000000,cross-track error :-0.392759561539
760380000000,cross-track error :-0.390957772732
760400000000,cross-track error :-0.392020404339
760420000000,cross-track error :-0.390095591545
760440000000,cross-track error :-0.38943529129
760470000000,cross-track error :-0.388825535774
760510000000,cross-track error :-0.389034450054
760530000000,cross-track error :-0.388614356518
760550000000,cross-track error :-0.387268304825
760580000000,cross-track error :-0.385434150696
760590000000,cross-track error :-0.386201381683
760610000000,cross-track error :-0.385853767395
760630000000,cross-track error :-0.383767187595
760650000000,cross-track error :-0.384197473526
760680000000,cross-track error :-0.382942676544
760700000000,cross-track error :-0.38325804472
760720000000,cross-track error :-0.381351411343
760740000000,cross-track error :-0.3806027174
760760000000,cross-track error :-0.380714476109
760780000000,cross-track error :-0.379480004311
760800000000,cross-track error :-0.378673195839
760820000000,cross-track error :-0.37781983614
760850000000,cross-track error :-0.376410782337
760900000000,cross-track error :-0.375765919685
760930000000,cross-track error :-0.373827278614
760950000000,cross-track error :-0.372752070427
760990000000,cross-track error :-0.371977865696
761010000000,cross-track error :-0.370306074619
761030000000,cross-track error :-0.369610071182
761060000000,cross-track error :-0.368991076946
761090000000,cross-track error :-0.366382539272
761130000000,cross-track error :-0.366121411324
761150000000,cross-track error :-0.363344311714
761190000000,cross-track error :-0.361614942551
761220000000,cross-track error :-0.359739482403
761230000000,cross-track error :-0.358678162098
761250000000,cross-track error :-0.356532931328
761290000000,cross-track error :-0.355809628963
761330000000,cross-track error :-0.353985190392
761350000000,cross-track error :-0.352087080479
761380000000,cross-track error :-0.349599123001
761400000000,cross-track error :-0.348986446857
761420000000,cross-track error :-0.345876991749
761450000000,cross-track error :-0.344798147678
761470000000,cross-track error :-0.342519640923
761490000000,cross-track error :-0.342092752457
761510000000,cross-track error :-0.339512765408
761530000000,cross-track error :-0.33780580759
761560000000,cross-track error :-0.33616322279
761610000000,cross-track error :-0.333623945713
761620000000,cross-track error :-0.330876588821
761650000000,cross-track error :-0.329295814037
761670000000,cross-track error :-0.326085865498
761700000000,cross-track error :-0.324366092682
761730000000,cross-track error :-0.321595191956
761750000000,cross-track error :-0.318879187107
761780000000,cross-track error :-0.316227078438
761800000000,cross-track error :-0.313323974609
761830000000,cross-track error :-0.312101244926
761860000000,cross-track error :-0.307869434357
761890000000,cross-track error :-0.305610775948
761910000000,cross-track error :-0.301701724529
761950000000,cross-track error :-0.299877643585
761980000000,cross-track error :-0.294311642647
762000000000,cross-track error :-0.291976094246
762020000000,cross-track error :-0.289189279079
762050000000,cross-track error :-0.28622508049
762070000000,cross-track error :-0.283074319363
762100000000,cross-track error :-0.280967652798
762120000000,cross-track error :-0.276378273964
762140000000,cross-track error :-0.274187922478
762160000000,cross-track error :-0.27138620615
762190000000,cross-track error :-0.2687073946
762210000000,cross-track error :-0.26438075304
762230000000,cross-track error :-0.261906087399
762270000000,cross-track error :-0.259001970291
762290000000,cross-track error :-0.253432691097
762310000000,cross-track error :-0.251089274883
762330000000,cross-track error :-0.246780991554
762350000000,cross-track error :-0.245130240917
762380000000,cross-track error :-0.241987168789
762410000000,cross-track error :-0.236385345459
762450000000,cross-track error :-0.231190502644
762480000000,cross-track error :-0.223785221577
762500000000,cross-track error :-0.221759259701
762530000000,cross-track error :-0.218114972115
762550000000,cross-track error :-0.211384773254
762580000000,cross-track error :-0.209130644798
762610000000,cross-track error :-0.203134298325
762630000000,cross-track error :-0.199148833752
762660000000,cross-track error :-0.193408310413
762670000000,cross-track error :-0.189232707024
762690000000,cross-track error :-0.184753596783
762720000000,cross-track error :-0.182028472424
762730000000,cross-track error :-0.177248418331
762760000000,cross-track error :-0.173364579678
762770000000,cross-track error :-0.170332193375
762790000000,cross-track error :-0.165153861046
762820000000,cross-track error :-0.162053346634
762850000000,cross-track error :-0.157659947872
762870000000,cross-track error :-0.153573334217
762890000000,cross-track error :-0.147796332836
762910000000,cross-track error :-0.144903898239
762930000000,cross-track error :-0.139844119549
762950000000,cross-track error :-0.135882616043
762980000000,cross-track error :-0.132924318314
763000000000,cross-track error :-0.125827431679
763030000000,cross-track error :-0.121852636337
763050000000,cross-track error :-0.115695536137
763070000000,cross-track error :-0.112152993679
763100000000,cross-track error :-0.107103049755
763130000000,cross-track error :-0.100616812706
763150000000,cross-track error :-0.0964068770409
763170000000,cross-track error :-0.0905412435532
763190000000,cross-track error :-0.0865354537964
763220000000,cross-track error :-0.0820614695549
763240000000,cross-track error :-0.0777541399002
763270000000,cross-track error :-0.0732534527779
763300000000,cross-track error :-0.0686002373695
763320000000,cross-track error :-0.0654990077019
763350000000,cross-track error :-0.0589532256126
763350000000,cross-track error :-0.0544979572296
763370000000,cross-track error :-0.0502204298973
763390000000,cross-track error :-0.0458155274391
763420000000,cross-track error :-0.0387573838234
763440000000,cross-track error :-0.0326641201973
763470000000,cross-track error :-0.0287200212479
763490000000,cross-track error :-0.0219576358795
763520000000,cross-track error :-0.0182079672813
763560000000,cross-track error :-0.0112833976746
763600000000,cross-track error :-0.00198549032211
763620000000,cross-track error :0.00561964511871
763650000000,cross-track error :0.0130220651627
763680000000,cross-track error :0.0159465074539
763700000000,cross-track error :0.0201474428177
763720000000,cross-track error :0.026572227478
763740000000,cross-track error :0.0301288366318
763750000000,cross-track error :0.0350015163422
763770000000,cross-track error :0.0381126403809
763800000000,cross-track error :0.0421464443207
763820000000,cross-track error :0.0466908216476
763840000000,cross-track error :0.0503897666931
763860000000,cross-track error :0.0541999340057
763880000000,cross-track error :0.0583930015564
763900000000,cross-track error :0.0628442764282
763920000000,cross-track error :0.0679663419724
763950000000,cross-track error :0.0732790231705
763980000000,cross-track error :0.0781347751617
764000000000,cross-track error :0.0825679302216
764030000000,cross-track error :0.0867168903351
764050000000,cross-track error :0.092726111412
764070000000,cross-track error :0.0954352617264
764090000000,cross-track error :0.099995136261
764110000000,cross-track error :0.103706598282
764140000000,cross-track error :0.107133746147
764160000000,cross-track error :0.112671732903
764190000000,cross-track error :0.115833044052
764220000000,cross-track error :0.122074246407
764250000000,cross-track error :0.126828432083
764270000000,cross-track error :0.129861831665
764290000000,cross-track error :0.1362221241
764370000000,cross-track error :0.139026522636
764400000000,cross-track error :0.150307178497
764430000000,cross-track error :0.156066894531
764450000000,cross-track error :0.161344408989
764470000000,cross-track error :0.164447665215
764500000000,cross-track error :0.168402552605
764540000000,cross-track error :0.172712445259
764550000000,cross-track error :0.178122758865
764580000000,cross-track error :0.18124461174
764610000000,cross-track error :0.183972358704
764640000000,cross-track error :0.188343763351
764670000000,cross-track error :0.192688941956
764690000000,cross-track error :0.197381615639
764710000000,cross-track error :0.199853777885
764740000000,cross-track error :0.202177405357
764760000000,cross-track error :0.206615328789
764780000000,cross-track error :0.210514903069
764810000000,cross-track error :0.213035821915
764840000000,cross-track error :0.213632464409
764860000000,cross-track error :0.219090461731
764880000000,cross-track error :0.221516251564
764920000000,cross-track error :0.224647164345
764960000000,cross-track error :0.229718446732
764980000000,cross-track error :0.234804749489
765010000000,cross-track error :0.236304283142
765030000000,cross-track error :0.240821957588
765060000000,cross-track error :0.242427229881
765080000000,cross-track error :0.245880723
765110000000,cross-track error :0.247141599655
765140000000,cross-track error :0.251059651375
765160000000,cross-track error :0.253618717194
765190000000,cross-track error :0.255630016327
765210000000,cross-track error :0.257358074188
765240000000,cross-track error :0.260735869408
765260000000,cross-track error :0.262128591537
765290000000,cross-track error :0.265087127686
765310000000,cross-track error :0.266605138779
765340000000,cross-track error :0.269528269768
765360000000,cross-track error :0.270788192749
765380000000,cross-track error :0.272794723511
765410000000,cross-track error :0.276341557503
765440000000,cross-track error :0.278842687607
765470000000,cross-track error :0.281317710876
765490000000,cross-track error :0.282565593719
765510000000,cross-track error :0.285508871078
765530000000,cross-track error :0.286476969719
765550000000,cross-track error :0.288499951363
765580000000,cross-track error :0.28977394104
765600000000,cross-track error :0.292179822922
765630000000,cross-track error :0.29429256916
765650000000,cross-track error :0.295077204704
765670000000,cross-track error :0.296223282814
765690000000,cross-track error :0.298758149147
765710000000,cross-track error :0.298927426338
765740000000,cross-track error :0.301766633987
765800000000,cross-track error :0.302432656288
765840000000,cross-track error :0.307326316833
765870000000,cross-track error :0.308409810066
765890000000,cross-track error :0.310486674309
765920000000,cross-track error :0.311315059662
765940000000,cross-track error :0.312898635864
765970000000,cross-track error :0.31353366375
765990000000,cross-track error :0.314899921417
766010000000,cross-track error :0.316248416901
766030000000,cross-track error :0.317992687225
766050000000,cross-track error :0.319135427475
766080000000,cross-track error :0.319726467133
766110000000,cross-track error :0.32045173645
766130000000,cross-track error :0.322796821594
766150000000,cross-track error :0.323538422585
766180000000,cross-track error :0.324790000916
766200000000,cross-track error :0.326007008553
766230000000,cross-track error :0.326930522919
766250000000,cross-track error :0.328493952751
766270000000,cross-track error :0.328845977783
766300000000,cross-track error :0.33002102375
766320000000,cross-track error :0.330760240555
766350000000,cross-track error :0.331568479538
766370000000,cross-track error :0.332416057587
766400000000,cross-track error :0.33353292942
766420000000,cross-track error :0.334251046181
766430000000,cross-track error :0.335182785988
766460000000,cross-track error :0.335558891296
766530000000,cross-track error :0.337125658989
766590000000,cross-track error :0.338997364044
766660000000,cross-track error :0.340666055679
766700000000,cross-track error :0.342798233032
766740000000,cross-track error :0.343600273132
766780000000,cross-track error :0.346151709557
766800000000,cross-track error :0.346180319786
766830000000,cross-track error :0.346667289734
766850000000,cross-track error :0.347699642181
766860000000,cross-track error :0.348549485207
766890000000,cross-track error :0.348659276962
766900000000,cross-track error :0.348325371742
766930000000,cross-track error :0.349207043648
766950000000,cross-track error :0.349918484688
766970000000,cross-track error :0.3498711586
767000000000,cross-track error :0.35035777092
767050000000,cross-track error :0.350122094154
767080000000,cross-track error :0.351846456528
767120000000,cross-track error :0.352217197418
767150000000,cross-track error :0.352416396141
767170000000,cross-track error :0.353905797005
767190000000,cross-track error :0.354134440422
767210000000,cross-track error :0.354880690575
767230000000,cross-track error :0.354390263557
767250000000,cross-track error :0.35493016243
767270000000,cross-track error :0.355403542519
767290000000,cross-track error :0.355129718781
767310000000,cross-track error :0.356330990791
767330000000,cross-track error :0.356173396111
767350000000,cross-track error :0.355154156685
767370000000,cross-track error :0.35716354847
767390000000,cross-track error :0.356481194496
767410000000,cross-track error :0.35713160038
767440000000,cross-track error :0.357893586159
767460000000,cross-track error :0.356284856796
767490000000,cross-track error :0.356481552124
767530000000,cross-track error :0.357824444771
767550000000,cross-track error :0.358129024506
767570000000,cross-track error :0.357955574989
767600000000,cross-track error :0.357552170753
767620000000,cross-track error :0.357293128967
767640000000,cross-track error :0.35844039917
767660000000,cross-track error :0.358813643456
767680000000,cross-track error :0.358110547066
767700000000,cross-track error :0.358209252357
767720000000,cross-track error :0.359732627869
767740000000,cross-track error :0.359435677528
767760000000,cross-track error :0.359980106354
767780000000,cross-track error :0.359436631203
767800000000,cross-track error :0.358761787415
767820000000,cross-track error :0.360114216805
767850000000,cross-track error :0.360125303268
767890000000,cross-track error :0.360417604446
767910000000,cross-track error :0.358547329903
767920000000,cross-track error :0.360035300255
767950000000,cross-track error :0.359594464302
767970000000,cross-track error :0.359338641167
767990000000,cross-track error :0.360388875008
768010000000,cross-track error :0.359545469284
768030000000,cross-track error :0.360329270363
768060000000,cross-track error :0.358300209045
768080000000,cross-track error :0.359723567963
768100000000,cross-track error :0.35896062851
768120000000,cross-track error :0.35972571373
768140000000,cross-track error :0.360264658928
768160000000,cross-track error :0.359636425972
768190000000,cross-track error :0.360009670258
768210000000,cross-track error :0.35951602459
768230000000,cross-track error :0.359985232353
768250000000,cross-track error :0.359104275703
768260000000,cross-track error :0.359598994255
768280000000,cross-track error :0.359919667244
768310000000,cross-track error :0.359280467033
768320000000,cross-track error :0.35918211937
768350000000,cross-track error :0.359683990479
768380000000,cross-track error :0.358862161636
768410000000,cross-track error :0.35846221447
768440000000,cross-track error :0.360139966011
768460000000,cross-track error :0.359528183937
768480000000,cross-track error :0.35817360878
768490000000,cross-track error :0.35884141922
768520000000,cross-track error :0.358737945557
768540000000,cross-track error :0.359272480011
768560000000,cross-track error :0.35819196701
768570000000,cross-track error :0.358382344246
768610000000,cross-track error :0.357611894608
768630000000,cross-track error :0.356883764267
768660000000,cross-track error :0.357084393501
768680000000,cross-track error :0.35650241375
768700000000,cross-track error :0.356829285622
768720000000,cross-track error :0.356045484543
768740000000,cross-track error :0.356415390968
768770000000,cross-track error :0.356298327446
768840000000,cross-track error :0.355574846268
768870000000,cross-track error :0.354637742043
768890000000,cross-track error :0.355541467667
768920000000,cross-track error :0.354911327362
768940000000,cross-track error :0.354327201843
768960000000,cross-track error :0.352472066879
768980000000,cross-track error :0.353853225708
769000000000,cross-track error :0.354015469551
769020000000,cross-track error :0.35321187973
769040000000,cross-track error :0.351434588432
769060000000,cross-track error :0.351984381676
769080000000,cross-track error :0.350615620613
769110000000,cross-track error :0.351925253868
769140000000,cross-track error :0.349655032158
769160000000,cross-track error :0.350233316422
769180000000,cross-track error :0.348588466644
769200000000,cross-track error :0.348867177963
769220000000,cross-track error :0.347611546516
769250000000,cross-track error :0.348358511925
769270000000,cross-track error :0.346741318703
769300000000,cross-track error :0.346644878387
769320000000,cross-track error :0.34628033638
769340000000,cross-track error :0.345823526382
769370000000,cross-track error :0.344920277596
769390000000,cross-track error :0.34285068512
769410000000,cross-track error :0.34284734726
769440000000,cross-track error :0.340399980545
769460000000,cross-track error :0.34176337719
769490000000,cross-track error :0.340365767479
769520000000,cross-track error :0.339302659035
769530000000,cross-track error :0.338528633118
769570000000,cross-track error :0.33643078804
769610000000,cross-track error :0.335538029671
769640000000,cross-track error :0.333907842636
769700000000,cross-track error :0.333351254463
769720000000,cross-track error :0.33078110218
769740000000,cross-track error :0.330657958984
769760000000,cross-track error :0.329127788544
769790000000,cross-track error :0.328029036522
769810000000,cross-track error :0.326368570328
769840000000,cross-track error :0.326543211937
769870000000,cross-track error :0.324604392052
769890000000,cross-track error :0.322602748871
769910000000,cross-track error :0.320334911346
769940000000,cross-track error :0.318833231926
769960000000,cross-track error :0.317810058594
769980000000,cross-track error :0.317147254944
770000000000,cross-track error :0.316072225571
770060000000,cross-track error :0.316283464432
770100000000,cross-track error :0.311120271683
770130000000,cross-track error :0.307697176933
770150000000,cross-track error :0.307459950447
770180000000,cross-track error :0.304825663567
770200000000,cross-track error :0.303106784821
770230000000,cross-track error :0.29914021492
770250000000,cross-track error :0.297961354256
770270000000,cross-track error :0.297441005707
770290000000,cross-track error :0.295975923538
770310000000,cross-track error :0.294449687004
770350000000,cross-track error :0.293074369431
770380000000,cross-track error :0.289175629616
770410000000,cross-track error :0.286860823631
770430000000,cross-track error :0.284303069115
770450000000,cross-track error :0.282157421112
770480000000,cross-track error :0.277734518051
770500000000,cross-track error :0.278087854385
770530000000,cross-track error :0.27544093132
770550000000,cross-track error :0.273964285851
770580000000,cross-track error :0.269813418388
770600000000,cross-track error :0.268061757088
770620000000,cross-track error :0.26661491394
770650000000,cross-track error :0.26377260685
770670000000,cross-track error :0.260050296783
770690000000,cross-track error :0.257708191872
770720000000,cross-track error :0.255870819092
770740000000,cross-track error :0.253653407097
770760000000,cross-track error :0.250136733055
770780000000,cross-track error :0.248367547989
770800000000,cross-track error :0.246212601662
770830000000,cross-track error :0.244100570679
770850000000,cross-track error :0.239595770836
770880000000,cross-track error :0.236644148827
770920000000,cross-track error :0.233974218369
770960000000,cross-track error :0.228649258614
770980000000,cross-track error :0.224333524704
771010000000,cross-track error :0.222015500069
771030000000,cross-track error :0.218972325325
771040000000,cross-track error :0.216523170471
771060000000,cross-track error :0.212072372437
771070000000,cross-track error :0.209374666214
771100000000,cross-track error :0.208113193512
771110000000,cross-track error :0.204768538475
771130000000,cross-track error :0.201184272766
771160000000,cross-track error :0.200208067894
771180000000,cross-track error :0.196693778038
771250000000,cross-track error :0.193693757057
771290000000,cross-track error :0.184781908989
771320000000,cross-track error :0.17701113224
771350000000,cross-track error :0.172211408615
771370000000,cross-track error :0.167415618896
771390000000,cross-track error :0.163871049881
771420000000,cross-track error :0.161702871323
771450000000,cross-track error :0.156315326691
771470000000,cross-track error :0.151872158051
771490000000,cross-track error :0.147376537323
771520000000,cross-track error :0.145691394806
771540000000,cross-track error :0.13972389698
771560000000,cross-track error :0.136989593506
771590000000,cross-track error :0.132223844528
771620000000,cross-track error :0.127957940102
771640000000,cross-track error :0.125010251999
771660000000,cross-track error :0.12155008316
771690000000,cross-track error :0.115344643593
771710000000,cross-track error :0.110162258148
771730000000,cross-track error :0.107555866241
771750000000,cross-track error :0.104085683823
771770000000,cross-track error :0.0997478961945
771780000000,cross-track error :0.0963696241379
771820000000,cross-track error :0.0919390916824
771850000000,cross-track error :0.0882016420364
771860000000,cross-track error :0.0840801000595
771890000000,cross-track error :0.0782737731934
771920000000,cross-track error :0.0752211809158
771940000000,cross-track error :0.070263504982
771970000000,cross-track error :0.0649455785751
771990000000,cross-track error :0.062304019928
772020000000,cross-track error :0.0570241212845
772050000000,cross-track error :0.0504384040833
772060000000,cross-track error :0.044903755188
772090000000,cross-track error :0.0413805246353
772110000000,cross-track error :0.0387636423111
772140000000,cross-track error :0.0349353551865
772170000000,cross-track error :0.0284744501114
772190000000,cross-track error :0.0235178470612
772210000000,cross-track error :0.0198473930359
772240000000,cross-track error :0.0165022611618
772280000000,cross-track error :0.00807178020477
772300000000,cross-track error :0.00311398506165
772330000000,cross-track error :-0.00128787755966
772350000000,cross-track error :-0.00508368015289
772370000000,cross-track error :-0.00922983884811
772400000000,cross-track error :-0.0133988261223
772420000000,cross-track error :-0.0182660222054
772440000000,cross-track error :-0.023343026638
772460000000,cross-track error :-0.0250736474991
772490000000,cross-track error :-0.0292718410492
772500000000,cross-track error :-0.0349768400192
772530000000,cross-track error :-0.0378665328026
772550000000,cross-track error :-0.0405958294868
772570000000,cross-track error :-0.0457398891449
772600000000,cross-track error :-0.048128247261
772620000000,cross-track error :-0.0531908869743
772640000000,cross-track error :-0.0584529042244
772660000000,cross-track error :-0.0597056746483
772690000000,cross-track error :-0.0635737776756
772710000000,cross-track error :-0.0680041313171
772730000000,cross-track error :-0.0722786784172
772750000000,cross-track error :-0.0759944915771
772770000000,cross-track error :-0.0784820914268
772800000000,cross-track error :-0.0820614099503
772820000000,cross-track error :-0.0860668420792
772850000000,cross-track error :-0.0914949178696
772870000000,cross-track error :-0.0950624346733
772900000000,cross-track error :-0.0982736945152
772920000000,cross-track error :-0.102446556091
772940000000,cross-track error :-0.105472743511
772960000000,cross-track error :-0.109447479248
772990000000,cross-track error :-0.112955451012
773010000000,cross-track error :-0.118393301964
773030000000,cross-track error :-0.119830012321
773060000000,cross-track error :-0.122487068176
773080000000,cross-track error :-0.128202497959
773110000000,cross-track error :-0.130271732807
773130000000,cross-track error :-0.134015262127
773160000000,cross-track error :-0.136462688446
773180000000,cross-track error :-0.140309870243
773200000000,cross-track error :-0.14529889822
773220000000,cross-track error :-0.146632492542
773250000000,cross-track error :-0.149561405182
773280000000,cross-track error :-0.153398215771
773300000000,cross-track error :-0.156506538391
773330000000,cross-track error :-0.160541415215
773350000000,cross-track error :-0.163633048534
773380000000,cross-track error :-0.166248202324
773410000000,cross-track error :-0.171340167522
773430000000,cross-track error :-0.17433822155
773460000000,cross-track error :-0.176209509373
773480000000,cross-track error :-0.180567860603
773510000000,cross-track error :-0.183100819588
773530000000,cross-track error :-0.18694704771
773560000000,cross-track error :-0.188663184643
773590000000,cross-track error :-0.191420018673
773610000000,cross-track error :-0.194741010666
773640000000,cross-track error :-0.197531819344
773660000000,cross-track error :-0.200176119804
773680000000,cross-track error :-0.203179657459
773710000000,cross-track error :-0.205044806004
773730000000,cross-track error :-0.20793145895
773760000000,cross-track error :-0.211018741131
773780000000,cross-track error :-0.213829934597
773800000000,cross-track error :-0.217154324055
773840000000,cross-track error :-0.218820035458
773860000000,cross-track error :-0.221657514572
773880000000,cross-track error :-0.224109113216
773910000000,cross-track error :-0.226358056068
773930000000,cross-track error :-0.228168547153
773950000000,cross-track error :-0.231117606163
773970000000,cross-track error :-0.233045041561
773990000000,cross-track error :-0.235287070274
774020000000,cross-track error :-0.236123502254
774040000000,cross-track error :-0.238076508045
774060000000,cross-track error :-0.240246713161
774080000000,cross-track error :-0.241507411003
774110000000,cross-track error :-0.243945658207
774130000000,cross-track error :-0.246532797813
774160000000,cross-track error :-0.248399555683
774180000000,cross-track error :-0.251955032349
774210000000,cross-track error :-0.252106547356
774230000000,cross-track error :-0.255132675171
774260000000,cross-track error :-0.256176352501
774280000000,cross-track error :-0.260021865368
774300000000,cross-track error :-0.259106516838
774330000000,cross-track error :-0.261876106262
774350000000,cross-track error :-0.262251138687
774370000000,cross-track error :-0.264637708664
774400000000,cross-track error :-0.264556109905
774420000000,cross-track error :-0.266303181648
774440000000,cross-track error :-0.26732301712
774460000000,cross-track error :-0.268271565437
774490000000,cross-track error :-0.270874917507
774520000000,cross-track error :-0.272239089012
774540000000,cross-track error :-0.272764086723
774570000000,cross-track error :-0.274625122547
774590000000,cross-track error :-0.276621162891
774620000000,cross-track error :-0.277768433094
774650000000,cross-track error :-0.27843362093
774670000000,cross-track error :-0.280676245689
774700000000,cross-track error :-0.28217446804
774720000000,cross-track error :-0.282951831818
774750000000,cross-track error :-0.283863484859
774760000000,cross-track error :-0.28568315506
774780000000,cross-track error :-0.286800920963
774810000000,cross-track error :-0.287551045418
774830000000,cross-track error :-0.288510978222
774850000000,cross-track error :-0.288977503777
774880000000,cross-track error :-0.290817677975
774900000000,cross-track error :-0.291101694107
774910000000,cross-track error :-0.292334377766
774940000000,cross-track error :-0.294436812401
774960000000,cross-track error :-0.294200062752
775000000000,cross-track error :-0.295023024082
775020000000,cross-track error :-0.296336472034
775050000000,cross-track error :-0.297431051731
775070000000,cross-track error :-0.301246523857
775100000000,cross-track error :-0.304344177246
775120000000,cross-track error :-0.305151939392
775140000000,cross-track error :-0.305003702641
775160000000,cross-track error :-0.30593419075
775210000000,cross-track error :-0.306963324547
775270000000,cross-track error :-0.308617115021
775290000000,cross-track error :-0.310147821903
775330000000,cross-track error :-0.311379015446
775390000000,cross-track error :-0.3121945858
775420000000,cross-track error :-0.313836395741
775450000000,cross-track error :-0.314669370651
775470000000,cross-track error :-0.314988017082
775500000000,cross-track error :-0.315172016621
775520000000,cross-track error :-0.316628396511
775550000000,cross-track error :-0.317034244537
775570000000,cross-track error :-0.317419111729
775590000000,cross-track error :-0.317360401154
775610000000,cross-track error :-0.31955653429
775640000000,cross-track error :-0.319560110569
775670000000,cross-track error :-0.319977641106
775690000000,cross-track error :-0.319790899754
775710000000,cross-track error :-0.321207165718
775730000000,cross-track error :-0.321144878864
775760000000,cross-track error :-0.321235120296
775780000000,cross-track error :-0.322298645973
775800000000,cross-track error :-0.323435544968
775820000000,cross-track error :-0.321917831898
775840000000,cross-track error :-0.322941303253
775860000000,cross-track error :-0.325104832649
775880000000,cross-track error :-0.323377490044
775900000000,cross-track error :-0.323475003242
775920000000,cross-track error :-0.323761820793
775950000000,cross-track error :-0.324274599552
775980000000,cross-track error :-0.324570775032
776000000000,cross-track error :-0.324342489243
776030000000,cross-track error :-0.32575237751
776060000000,cross-track error :-0.324968039989
776080000000,cross-track error :-0.325500190258
776110000000,cross-track error :-0.326149642467
776130000000,cross-track error :-0.326814353466
776140000000,cross-track error :-0.326361238956
776170000000,cross-track error :-0.326696574688
776200000000,cross-track error :-0.32704782486
776220000000,cross-track error :-0.326548218727
776250000000,cross-track error :-0.327470481396
776270000000,cross-track error :-0.327248036861
776280000000,cross-track error :-0.32746732235
776310000000,cross-track error :-0.328103244305
776330000000,cross-track error :-0.32778853178
776350000000,cross-track error :-0.327419161797
776380000000,cross-track error :-0.32901096344
776400000000,cross-track error :-0.328451693058
776420000000,cross-track error :-0.328197240829
776450000000,cross-track error :-0.328451097012
776470000000,cross-track error :-0.328705191612
776490000000,cross-track error :-0.328701078892
776520000000,cross-track error :-0.328972756863
776540000000,cross-track error :-0.329230248928
776570000000,cross-track error :-0.329683840275
776590000000,cross-track error :-0.328684687614
776610000000,cross-track error :-0.328967452049
776630000000,cross-track error :-0.33009493351
776650000000,cross-track error :-0.328818202019
776670000000,cross-track error :-0.328629612923
776690000000,cross-track error :-0.329096198082
776710000000,cross-track error :-0.328819870949
776740000000,cross-track error :-0.329394161701
776750000000,cross-track error :-0.328912734985
776780000000,cross-track error :-0.328936338425
776790000000,cross-track error :-0.329205214977
776810000000,cross-track error :-0.329149067402
776830000000,cross-track error :-0.330169260502
776850000000,cross-track error :-0.329612374306
776870000000,cross-track error :-0.329263806343
776890000000,cross-track error :-0.329694569111
776900000000,cross-track error :-0.329905450344
776920000000,cross-track error :-0.329640626907
776940000000,cross-track error :-0.329781353474
776970000000,cross-track error :-0.328792154789
776990000000,cross-track error :-0.329262077808
777010000000,cross-track error :-0.329499125481
777030000000,cross-track error :-0.330234229565
777060000000,cross-track error :-0.328708469868
777090000000,cross-track error :-0.328739225864
777140000000,cross-track error :-0.330125391483
777180000000,cross-track error :-0.329629123211
777200000000,cross-track error :-0.3288179636
777220000000,cross-track error :-0.330107212067
777230000000,cross-track error :-0.328951597214
777260000000,cross-track error :-0.328782439232
